Data,Cidade,Cargo,Nota
22/01/2021 12:45:03,Belo Horizonte,Agente Executivo Governamental,5
22/01/2021 14:00:34,Rio Grande do Sul,Diretora Executiva e Relações Institucionais,4
08/01/2021 17:26:36,Caruaru,Secretária de Executiva de Gestão de Ensino ,5
08/01/2021 14:03:03,Caruaru,Gerente,3
22/01/2021 14:18:29,Recife,Gerente Ministerial Executivo de Compras e Serviços,3
22/01/2021 15:07:53,Brasília,Pesquisadora,5
11/01/2021 17:34:33,São Luís,Assessora de Comunicação ,2
22/01/2021 11:46:36,Florianópolis,Coordenador de Padronização e Gestão de Informação de Pessoal,4
16/01/2021 14:30:02,Maceió,Assistente Social,5
16/01/2021 14:30:17,Maceió,Assistente Social,5
21/01/2021 11:46:16,Mauá,Agente de Organização Escolar,5
28/01/2021 17:23:42,Vitória,Bolsista de Gestão da Inovação,4
22/01/2021 15:09:26,Lapa,Auxiliar Administrativo,5
11/01/2021 20:08:05,Macapá,Coordenador de Comunicação ,5
22/01/2021 15:19:12,Rio de Janeiro,Assessor Executiva,5
22/01/2021 15:51:07,Itapeva,Prof de Educação Física,2
22/01/2021 15:51:10,Belo Horizonte,Assessora de dados e inovação,5
22/01/2021 15:57:52,Ilhéus,Secretária,2
22/01/2021 16:43:08,Campinas,Assessor de Dados,4
22/01/2021 17:24:19,Rio de Janeiro,Especialista em políticas públicas e gestão governamental,5
22/01/2021 17:27:29,Belo Horizonte,Superintendente Central de Governança Eletrônica,3
22/01/2021 17:35:19,Uberlândia,Diretor de Parcerias/ Diversidade e Inclusão,3
22/01/2021 17:52:43,Rio de Janeiro,Coordenadora de Formação,4
22/01/2021 18:05:50,Rio de Janeiro,Diretor de Recursos Humanos,5
22/01/2021 18:06:28,Guarulhos,Pedagogo,3
22/01/2021 19:12:53,Jandira,Analista de Gestão do Conhecimento,5
22/01/2021 19:40:08,São Paulo,Diretora,4
22/01/2021 20:25:13,Fraco Rocha,Voluntario,5
22/01/2021 21:32:58,Niteroi,Assessora,5
22/01/2021 21:56:52,Rio de Janeiro,Diretora assistente da Presidência,2
23/01/2021 00:38:35,Salvador,Professora ,3
23/01/2021 08:34:52,Itapevi ,Assessora Pedagógica ,3
23/01/2021 09:57:10,Viamão ,Analista de compras públicas e licitações ,5
19/01/2021 14:52:27,Belo Horizonte,Assessor Técnico ,4
17/01/2021 21:28:21,Belo Horizonte,"Superintendente de Planejamento, Gestão e Finanças",5
23/01/2021 11:24:00,Fortaleza,Planejadora Urbana,4
08/01/2021 11:09:08,Belo Horizonte,Coordenadora do Observatório do Turismo de Minas Gerais,4
15/01/2021 20:01:14,Lagoa Santa,Diretora de Apoio aos Pequenos Negocios e Cooperativismo,3
23/01/2021 11:41:03,Rio de Janeiro,Especialista em regulação,3
23/01/2021 12:28:38,Curitiba,Conselheiro Tutelar ,3
23/01/2021 15:31:14,São Paulo,Técnico Judiciário,3
23/01/2021 16:41:43,Rio Branco,Gestora de Politicas Publicas,4
22/01/2021 12:37:47,Rio de Janeiro,Assessor-Chefe Adjunto (Subsecretaria Executiva),3
23/01/2021 22:53:23,Ilhabela,Diretor Executivo,5
26/01/2021 20:46:50,Belo Horizonte ,Assessora de Inovação,5
24/01/2021 10:10:39,Fortaleza,Orientadora da Célula de Programas e Ações Afirmativas de Políticas dos Direitos Humanos,4
24/01/2021 13:27:41,Aracaju,Assessora de Emendas Parlamentares e Políticas Públicas ,5
24/01/2021 17:50:04,São Paulo,Coordenadora de Monitoramento,4
07/01/2021 14:08:39,Rio de Janeiro,Assistente,3
24/01/2021 18:34:51,Natal,Análista de Dados,5
24/01/2021 21:46:50,Uberlândia,Jornalista,5
24/01/2021 22:51:43,Rio de Janeiro,Arquivista,4
21/01/2021 11:45:33,Rio de Janeiro,Assessor - Subsecretaria de Receita,5
25/01/2021 00:43:31,Maricá,TAE - Auxiliar de Biblioteca,5
11/01/2021 09:00:45,BELO HORIZONTE,Assessor Departamento Penitenciário,5
19/01/2021 11:53:45,Belo Horizonte,Assessora Estratégica,5
19/01/2021 16:31:36,Belo Horizonte,Diretora Central de Simplificação e Modernização Institucional,1
25/01/2021 02:25:47,Brasília,Bibliotecária,5
25/01/2021 08:51:07,Salvador,Técnico de Laboratório/Área,3
25/01/2021 09:26:13,Joinville,Diretor Executivo de Inovação e Tecnologia,3
25/01/2021 10:32:33,Salvador,Especialista em Políticas Públicas e Gestão Governamental (EPPGG),5
19/01/2021 14:44:19,Belo Horizonte,Estagiária,5
28/01/2021 09:53:39,Belo Horizonte,Especialista em Políticas Públicas e Gestão Governamental,5
25/01/2021 11:10:00,Nanuque,Fundadora,2
25/01/2021 11:19:30,Sao Goncalo,Assessor A,3
19/01/2021 16:55:33,Belo Horizonte ,Estagiário ,5
18/01/2021 18:13:04,Rio de Janeiro,Assessoria Técnica da Superintendência de Unidades Próprias e Pré-Hospitalares,3
19/01/2021 10:32:18,Vitória,Trainee em Gestão da Inovação em Políticas Públicas,4
25/01/2021 11:34:59,Joinville,Agente Administrativo,5
25/01/2021 13:13:05,Ribeirão Preto,Técnico ,4
26/01/2021 17:29:55,São Paulo,Assessora Técnica,5
25/01/2021 15:08:30,BLUMENAU,Controlador-Geral do Município,4
25/01/2021 15:08:46,Blumenau,Administradora,5
25/01/2021 15:39:58,QUIXADÁ - CE,ASSITENTE SOCIAL,4
24/01/2021 20:21:29,Blumenau,Gerente de Programas e Projetos de Governo,4
25/01/2021 16:33:45,Salvador,Arquiteto e Urbanista,4
27/01/2021 12:36:41,Contagem,Diretora,5
21/01/2021 10:22:01,Belo Horizonte,Assessora Estratégica (Atuo da Assessoria Estratégica do Sisema),2
13/01/2021 12:25:08,Recife ,"Gestor Governamental - especialidade planejamento, orçamento e gestão ",3
29/01/2021 13:37:58,São Paulo,Especialista em Políticas Públicas,5
28/01/2021 17:36:31,São Paulo,Analista em Planejamento Orçamento e Finanças Públicas ,3
28/01/2021 11:55:29,São Paulo,"Analista em Planejamento, Orçamento e Finanças Públicas",2
25/01/2021 16:37:09,Nova Iguaçu,Assessor de Dados,4
25/01/2021 18:39:22,São Paulo,Conselheiro,3
25/01/2021 20:21:19,Ribeirão Bonito,Assessora de Cidades e Transparência,5
29/01/2021 10:14:00,Recife,"Gestora de Transparência, Integridade e Gestão de Riscos",3
25/01/2021 21:16:45,Brasília,Assistente e Especialista em Regulação e Vigilância Sanitária,4
21/01/2021 14:39:28,São Luis,Analista de sistemas,5
29/01/2021 09:51:59,São Luis,Assessor Especial da Secretaria Adjunta de Transparência,5
26/01/2021 06:04:02,Porto Alegre,Assistente Administrativo,1
25/01/2021 18:17:19,SAO LUIS,Auditor do Estado,4
08/01/2021 14:43:54,Vitória,Trainee de Gestão da Inovação em Políticas Públicas,4
26/01/2021 07:22:13,Volta Redonda,COOEDENADOR TÉCNICO  DE DIVULGAÇÃO  FINANCEIRA ,2
26/01/2021 07:31:08,Recife,"Assessor de Desenho, Monitoramento e Avaliação",5
26/01/2021 08:32:38,Salvador,Gestora Escolar,3
07/01/2021 11:08:54,Fortaleza,Auxiliar Técnico,5
26/01/2021 11:59:41,sao paulo,Tecnico da Vigilância Socioassistencial,5
26/01/2021 13:10:11,São Paulo,Assistente Administrativo,3
26/01/2021 09:37:41,São Cristóvão,Assistente Administrativa,5
26/01/2021 10:18:29,Tucuruí,Assistente,4
29/01/2021 11:47:07,Belo Horizonte,Especialista em Políticas Públicas e Gestão Governamental,2
18/01/2021 14:51:15,ILHEUS,Planejamneto ,4
26/01/2021 10:19:55,Brasília,Analista de Tecnologia da Informação - Chefe de Serviço,3
26/01/2021 11:26:55,Criciúma,Diretora de Dados,4
26/01/2021 11:29:19,Maringá,Software/Data Engineer,5
26/01/2021 12:25:47,São Paulo,Agente de Desenvolvimento Social,3
14/01/2021 14:22:49,Assis,Encarregado de Setor,3
07/01/2021 18:39:22,São Paulo ,Assessor ,5
26/01/2021 12:57:30,Brasilia,Assessor Técnico de Governança e Gestão Estratégica,5
26/01/2021 13:21:53,Recife,Assessor de Planejamento,3
11/01/2021 15:47:13,São Paulo,Assessor Técnico 1,3
26/01/2021 13:36:27,Rio de Janeiro,Assessoria de Orçamento e Gestão Pública,5
25/01/2021 19:08:02,Rio de Janeiro,Docente.,4
08/01/2021 14:50:41,Caruaru,Formador de Professores,3
27/01/2021 12:21:43,Porto Alegre,Técnica da Equipe Gestão de Indicadores Escolares (área de concurso: professora),2
26/01/2021 13:39:06,DIADEMA,Assessor de Comunicação,2
26/01/2021 14:16:40,Rio de Janeiro,Assistente de Programas,3
26/01/2021 15:07:01,Florianópolis,Ouvidora-Geral do Estado,3
29/01/2021 10:12:43,MARICÁ,Guarda Civil Municipal,2
11/01/2021 10:48:41,São Luís,Assistente Técnico,3
16/01/2021 14:21:51,Dionísio ,Secretário de saúde ,5
26/01/2021 16:19:13,Rio de Janeiro,Auxiliar de Fiscal de Transportes,2
29/01/2021 23:11:01,Rio de Janeiro,Analista em geoprocessamento,5
26/01/2021 16:55:15,Florianópolis,Analista Técnico da Gestão e Promoção da Saúde,5
15/01/2021 19:04:38,Florianópolis ,Assistente técnico pedagógico ,3
08/01/2021 13:34:06,São Caetano do Sul,Diretor Técnico II    agente de desenvolvimento social,5
26/01/2021 17:10:46,São Paulo,Especialista em Desenvolvimento Social,4
14/01/2021 13:29:31,São Luís ,Professora,4
22/01/2021 08:42:59,Cuiabá,Professora,3
25/01/2021 09:51:45,Cuiabá,Assessor Técnico Pedagógico,3
20/01/2021 14:30:31,Salvador ,Analista de Infraestrutura e Obras Públicas ,3
18/01/2021 09:49:23,Curitiba,Analista de Dados,5
11/01/2021 18:54:01,RIO DE JANEIRO,Auditor Fiscal de Receitas Estudais,5
29/01/2021 20:23:31,Manaus,Professora ,1
26/01/2021 18:51:12,Salvador,Funcionario Público Federal.,5
26/01/2021 19:42:45,Tubarão,Analista de Sistemas,2
26/01/2021 20:27:42,Belo Horizonte,Especialista em Políticas Públicas e Gestão Governamental (EPPGG),5
26/01/2021 22:25:07,Porto Alegre ,Jornalista,5
26/01/2021 22:47:55,Serra ,Analista de Sistemas,5
27/01/2021 00:35:30,Cachoeira do Sul,Estudante,3
27/01/2021 02:18:38,Lagoa do Carro ,Assessora de projeto e programas ,3
27/01/2021 08:49:09,São Lourenço do Sul,Assessor de Bancada ,4
15/01/2021 15:24:03,Rio de Janeiro,Assistente na Coordenadoria de Instrumentos Institucionais do Planejamento,3
16/01/2021 12:29:50,Maceió,Trainee de Gestão Pública na Equipe de Estatística,5
27/01/2021 09:23:09,Palmas,Gerente de Transparência e Controle Social,5
27/01/2021 09:35:40,Ibirite ,Estudante de Administração Pública na Fundação João Pinheiro; Estagiária na Assessoria Estratégica da SES-Mg,3
07/01/2021 20:45:10,São José do Rio Preto,Agente de Saneamento,5
15/01/2021 16:39:17,São Luís,Gestor de Dados em Saúde  - CONECTASUS,5
08/01/2021 09:28:18,Rio Branco,Analista de Sistemas,5
27/01/2021 10:03:38,Joinville ,Administrativo ,4
08/01/2021 16:13:55,São Paulo,Assessor II,4
24/01/2021 13:00:37,Suzano,Supervisora Escolar,1
14/01/2021 13:46:45,Salvador,Fellow e Embaixadora,2
27/01/2021 12:04:28,Joinville,Socióloga,4
27/01/2021 18:53:01,Mauá,Assessor ,5
27/01/2021 12:15:46,Guaratinguetá,Mestranda,3
15/01/2021 16:09:05,Brasília,assessora na Ouvidoria,5
19/01/2021 19:00:39,São Paulo ,Especialista em Políticas públicas ,3
15/01/2021 16:35:22,Belo Horizonte,Coordenadora da Assessoria de Gestão da Informação,5
27/01/2021 13:43:01,Queimados,Programador,4
27/01/2021 14:40:15,Vitória,Trainee,4
27/01/2021 15:20:07,GOIANIA,ANALISTA DE SISTEMAS,5
27/01/2021 16:14:23,São Caetano do Sul,Assessor Técnico,5
08/01/2021 15:42:03,Osasco,Co-fundador e líder de projetos,4
27/01/2021 16:53:17,Brasília,Coordenador do Núcleo de Apoio à Inovação,1
25/01/2021 11:26:52,São Paulo,Gerente de Impacto Social,3
14/01/2021 14:39:24,São Paulo,Analista de Governança Local,5
27/01/2021 17:17:58,Rio de Janeiro ,Assessora de Comunicação ,2
29/01/2021 15:41:07,Brasília,Auditor de Controle Externo,4
27/01/2021 18:10:03,São Paulo,Técnico Judiciário,5
28/01/2021 01:06:21,Campo Grande,Trainee de Inovação em Gestão Pública,5
28/01/2021 08:58:36,Brasília,Analista,4
28/01/2021 09:13:08,São Paulo,Analista de Projetos,5
28/01/2021 10:09:02,Joinville,Assistente Social ,3
19/01/2021 20:07:18,Rio de Janeiro,Técnico judiciário/informática,5
28/01/2021 13:56:21,São Paulo,Especialista em Políticas Públicas ,3
28/01/2021 14:03:26,Rio de Janeiro,Repórter,3
11/01/2021 11:11:48,Florianopolis,administrador,4
28/01/2021 14:41:54,Florianópolis,Gerente de Acesso à Informação,4
14/01/2021 20:45:07,Santo André ,Mestrando ,4
28/01/2021 15:29:41,Balneário Camboriú,Professora universitária,4
28/01/2021 15:58:12,Rio de Janeiro,Gerente de Saneamento da Lei Aldir Blanc,5
28/01/2021 16:19:07,João Pessoa,Professor,2
28/01/2021 17:03:09,Recife ,Estudante de jornalismo,3
21/01/2021 18:48:33,Belém,Estudante,4
28/01/2021 17:08:25,Serra,Assessor Especial ,4
18/01/2021 14:36:09,Recife ,Professor,5
28/01/2021 17:09:08,Vitória,Bolsista de Gestão da Inovação em Políticas Públicas,5
28/01/2021 17:16:03,Brasília,Analista Legislativo,2
21/01/2021 20:31:47,Rio de Janeiro,Docente,5
28/01/2021 19:02:13,Petrolina,Analista em Tecnologia da Informação,5
28/01/2021 19:08:24,Passo Fundo,Assessora de dados,4
28/01/2021 20:29:39,Rio de Janeiro,Técnico de Laboratório,3
28/01/2021 21:38:39,São Bernardo do Campo,Assessora parlamentar ,2
28/01/2021 22:27:11,Queimados,Articulador local,5
28/01/2021 23:14:40,Canoas ,Bolsista ,4
28/01/2021 23:28:11,SAO PAULO,"Analista de Planejamento, Orçamento e Finanças",3
29/01/2021 00:41:04,Ibiporã,Tecnólogo de Gestão Pública,3
29/01/2021 07:14:34,Belo Horizonte ,Presidente ,1
22/01/2021 13:22:20,SAO JOSE DOS PINHAIS,Coordenadora,1
29/01/2021 07:48:57,Brasília ,Gerente de projetos ,3
21/01/2021 18:09:47,SAO PAULO,ARQUIVISTA,5
29/01/2021 07:54:13,Teófilo Otoni,Professor Efetivo,4
29/01/2021 08:18:08,São Carlos,Analista Seguro Social,2
29/01/2021 08:22:19,Lindóia,CHEFE DE DIVISÃO DA ASSISTÊNCIA SOCIAL,5
29/01/2021 08:36:12,Brasília,"Gerente-Geral do Conhecimento, Inovação e Pesquisa",4
20/01/2021 16:33:44,São Paulo,Estudante de doutorado,4
26/01/2021 14:14:58,Ribeirão Preto,Bibliotecária,3
22/01/2021 20:59:15,Salvador,Técnico Universitário ,3
29/01/2021 08:43:08,São Paulo,Analista sr. de gestão estratégica e inovação,3
29/01/2021 08:55:04,Aguas Claras,Analista de TI,3
29/01/2021 09:22:24,Manaus,Analista em Geociências,5
29/01/2021 09:27:19,Sao Paulo,Tecnologista,5
21/01/2021 21:30:31,Goiânia ,Bibliotecário,5
25/01/2021 06:55:43,Goiânia ,Bibliotecário,5
29/01/2021 09:34:17,São Paulo ,Analista de Mobilização ,3
19/01/2021 03:18:05,Belo Horizonte,Discente,4
29/01/2021 09:51:22,São Luís,Trainee de Gestão Pública - Assessoria de Finanças,5
29/01/2021 10:11:52,Rio de Janeiro ,Freelancer em comunicação e projetos ,2
29/01/2021 10:51:11,Niteroi,Acessoria de comunicaçao,2
29/01/2021 11:00:31,Itapevi ,Assessora Pedagógica ,3
08/01/2021 14:06:46,São Cristóvão,Bolsista,3
24/01/2021 12:33:39,Aracaju,Pesquisador,4
24/01/2021 20:40:21,Aracaju,Pesquisador,4
08/01/2021 14:27:24,Itabaiana ,Estudante,3
29/01/2021 11:25:22,Salvador,Analista de Sistemas,5
29/01/2021 12:20:23,Belo Horizonte,Especialista em Políticas Públicas e Gestão Governamental,3
24/01/2021 09:09:42,Brejo Santo,Administrador,3
29/01/2021 12:22:57,Belém ,Auxiliar judiciário ,5
29/01/2021 13:09:08,Diamantina,Professora,4
29/01/2021 13:23:36,São Paulo,Técnica em assuntos educacionais,5
29/01/2021 15:53:33,Londrina,Docente,4
29/01/2021 16:22:19,Rio de Janeiro,Pesquisador de Políticas Públicas,3
29/01/2021 16:41:18,Cuiabá,Docente,4
29/01/2021 17:15:29,Rio de Janeiro,Coordenadora de Aperfeiçoamento do Servidor,4
29/01/2021 17:35:34,Rio de Janeiro,Pesquisadora de Políticas Públicas,4
29/01/2021 18:12:27,São Gonçalo,Assistente Executivo,2
29/01/2021 19:09:01,Sao Paulo,pesquisadora,4
27/01/2021 09:31:28,Rio de janeiro,Estudante de Licenciatura em Ciências Sociais,4
29/01/2021 19:30:55,São Paulo,Coordenadora de pesquisa,4
29/01/2021 19:52:54,Belo Horizonte,Especialista em Políticas e Gestão de Saúde/Assessora da Subsecretaria de Regulação em Saúde,5
28/01/2021 17:19:44,Belém,Estatístico,5
29/01/2021 19:54:00,Belo Horizonte,Especialista em Políticas Públicas e Gestão Governamental,5
18/01/2021 19:12:43,Santos,Assistente de Produtos ,5
29/01/2021 21:23:21,Recife,Estudante ,3
29/01/2021 22:20:02,Belém,Pesquisador,4
29/01/2021 22:51:57,GOIÂNIA,Relações Públicas,3
21/01/2021 19:59:27,Currais Novos,Técnico nivel superior,4
29/01/2021 23:48:23,Rio de Janeiro ,Freelancer em comunicação e projetos ,2
Carimbo de data/hora,Cidade onde mora,Cargo,Classifique de 1 (nenhuma) a 5 (cotidiana) sua familiaridade com o trabalho com dados?